Scopus_ID,abstract,author,pubDate,title
SCOPUS_ID:85021642386,"To plan a distribution grid involves making a long-term forecast of sub-hourly demand, which requires modeling the demand and its dynamics with aggregated measurement data. Distribution system operators (DSOs) have been recording electricity sub-hourly demand delivered by their medium-voltage feeders (around 1000—10,000 customers) for several years. Demand profiles differ widely among the various considered feeders. This is partly due to the varying mix of customer categories from one feeder to another. To overcome this issue, elementary demand profiles are often associated with customer categories and then combined according to a mix description. This paper presents a novel method to estimate elementary profiles that only requires several feeder demand curves and a description of customers. The method relies on a statistical blind source model and a new estimation procedure based on the augmented Lagrangian method. The use of feeders to estimate elementary profiles means that measurements are fully representative and continuously updated. We illustrate the proposed method through a case study comprising around 1000 feeder demand curves operated by the main French DSO Enedis. We propose an application o that uses the obtained profiles to evaluate the contribution of any set of new customers to a feeder peak load. We show that profiles enable a simulation of new unmeasured areas with errors of around 20%. We also show how our method can be used to evaluate the relevancy of different customer categorizations.",Gerossier A.,2017-01-01,A novel method for decomposing electricity feeder load into elementary profiles from customer information
SCOPUS_ID:85024122385,"Learning factories present a promising environment for education, training and research, especially in manufacturing related areas which are a main driver for wealth creation in any nation. While numerous learning factories have been built in industry and academia in the last decades, a comprehensive scientific overview of the topic is still missing. This paper intends to close this gap by establishing the state of the art of learning factories. The motivations, historic background, and the didactic foundations of learning factories are outlined. Definitions of the term learning factory and the corresponding morphological model are provided. An overview of existing learning factory approaches in industry and academia is provided, showing the broad range of different applications and varying contents. The state of the art of learning factories curricula design and their use to enhance learning and research as well as potentials and limitations are presented. Conclusions and an outlook on further research priorities are offered.",Abele E.,2017-01-01,Learning factories for future oriented research and education in manufacturing
SCOPUS_ID:85029810700,"Literature is rich in methodologies for “aggregated” load forecasting which has helped electricity network operators and retailers in optimal planning and scheduling. The recent increase in the uptake of distributed generation and storage systems has generated new demand for “disaggregated” load forecasting for a single-customer or even down at an appliance level. Access to high resolution data from smart meters has enabled the research community to assess conventional load forecasting techniques and develop new forecasting strategies suitable for demand-side disaggregated loads.
                  This paper studies how calendar effects, forecasting granularity and the length of the training set affect the accuracy of a day-ahead load forecast for residential customers. Root mean square error (RMSE) and normalized RMSE were used as forecast error metrics. Regression trees, neural networks, and support vector regression yielded similar average RMSE results, but statistical analysis showed that regression trees technique is significantly better.
                  The use of historical load profiles with daily and weekly seasonality, combined with weather data, leaves the explicit calendar effects a very low predictive power. In the setting studied here, it was shown that forecast errors can be reduced by using a coarser forecast granularity. It was also found that one year of historical data is sufficient to develop a load forecast model for residential customers as a further increase in training dataset has a marginal benefit.",Lusis P.,2017-01-01,Short-term residential load forecasting: Impact of calendar effects and forecast granularity
SCOPUS_ID:85008234668,(not available),Xiao J.,2017-01-01,A hybrid transfer learning model for crude oil price forecasting
SCOPUS_ID:84990942547,"Image segmentation of fuzzy mid-wave infrared image is a challenging task according to the fuzziness of the image. Inspired by coordination network mechanism of biological immunity, a multilayer immune clustering neural network method is proposed, which based on imaging mechanism and clustering network statistical property of infrared image. First, by minimizing the between-class variance, fuzzy infrared image is segmented into three areas by preliminary immune clustering neural network, a bright area, a dark area and an unclear not dark area, then computes clustering network features of samples. Then, proceeds immune neural network clustering for samples in bright area and dark area based on clustering network features, thus each sample in unclear not dark area is divided into bright area or dark area. Experimental results show that the proposed algorithm can segment fuzzy infrared image efficiently. Compared with classical edge template and conventional region template methods, the multilayer immune clustering neural network method has better segmentation efficiency.",Yu X.,2017-01-01,Disaster prediction model based on support vector machine for regression and improved differential evolution
SCOPUS_ID:85026361555,"Short-term electricity price forecasting is a critical issue for the operation of both electricity markets and power systems. An ensemble method composed of Empirical Mode Decomposition (EMD), Kernel Ridge Regression (KRR) and Support Vector Regression (SVR) is presented in this paper. For this purpose, the electricity price signal was first decomposed into several intrinsic mode functions (IMFs) by EMD, followed by a KRR which was used to model each extracted IMF and predict the tendencies. Finally, the prediction results of all IMFs were combined by an SVR to obtain an aggregated output for electricity price. The electricity price datasets from Australian Energy Market Operator (AEMO) are used to test the effectiveness of the proposed EMD-KRR-SVR approach. Simulation results demonstrated attractiveness of the proposed method based on both accuracy and efficiency.",Qiu X.,2017-01-01,Short-term Electricity Price Forecasting with Empirical Mode Decomposition based Ensemble Kernel Machines
SCOPUS_ID:85027895665,"We propose an approach to forecast the short-term passenger flows of the urban rail network of Paris. Based on dynamic Bayesian networks, this approach is designed to perform even in case of incomplete data. The structure of the model is built so that the flows are predicted from their spatiotemporal neighbourhood, while the local conditional distributions are described as linear Gaussians. A first application carried out on a single station highlights the need to incorporate information on the transport service. In the presence of missing data, we perform the structural expectation-maximization (EM) algorithm to learn both the structure and the parameters of the model. Short-term forecasting is conducted by inference via the bootstrap filter. Finally, we apply the model to an entire Paris metro line, using on-board counting, ticket validation and transport service data. The overall forecasting results outperform the historical average and last observation carried forward (LOCF) methods. They also evidence the key role of the transport service in the modeling.",Roos J.,2017-01-01,A dynamic Bayesian network approach to forecast short-term urban rail passenger flows with incomplete data
SCOPUS_ID:85035066248,(not available),Brusco G.,2017-01-01,Quantification of forecast error costs of photovoltaic prosumers in Italy
SCOPUS_ID:85008474334,(not available),Wan C.,2017-01-01,Pareto Optimal Prediction Intervals of Electricity Price
SCOPUS_ID:85025660292,"Accurate wind speed prediction is a significant factor in improving and optimizing wind power production. Particularly, reliable short-term wind speed forecasting contributes to the real-time optimization of wind farm operation. However, this short-term forecasting task remains challenging due to the strong stochastic nature and dynamic uncertainty of wind speed. This paper proposes a hybrid model that consists of the Empirical Wavelet Transform (EWT), Expectation Propagation (EP) algorithm and Gaussian process regression with the Student-t Observation Model (GPR-t) for short-term wind speed forecasting. The proposed approach firstly extracts meaningful information from a short-term wind speed series and subsequently models the inherent uncertainty and the dynamic features of the wind speed time-series. Additionally, the wind speed series presents a time-varying characteristic. Thus, this study adopts a moving window approach in the prediction processes, thereby permitting the proposed model to respond quickly to the dynamic characteristic of wind speed. To examine the forecasting performance of the suggested hybrid model, the validation of the proposed model is performed against several other existing models with half-hour and hourly wind speed data obtained from a windmill farm located in northwestern China. The computational results demonstrate that the proposed hybrid approach generates satisfactory point predictive accuracy and interval forecasting performance.",Hu J.,2017-01-01,A hybrid approach based on the Gaussian process with t-observation model for short-term wind speed forecasts
SCOPUS_ID:85014336495,"The liberalization of the power markets gained a remarkable momentum in the context of trading electricity as a commodity. With the upsurge in restructuring of the power markets, electricity price plays a dominant role in the current deregulated market scenario which is majorly influenced by the economics being governed. In the deregulated environment price forecasting is an important aspect for the power system planning. The problem of price forecasting can be entirely viewed as a signal processing problem with proper estimation of model parameters, modeling of uncertainties, etc. Among the different existing models the artificial neural network based models have gained wide popularity due their black box structure but it too has its own limitations. In the proposed work in order to overcome the limitations of the classical artificial neural network model, generalized neuron model is used for forecasting the short term electricity price of Australian electricity market. The pre-processing of the input parameters is accomplished using wavelet transform for better representation of the low and high frequency components. The free parameters of the generalized neuron model are tuned using environment adaptation method algorithm for increasing the generalization ability and efficacy of the model.",Singh N.,2017-01-01,Short term electricity price forecast based on environmentally adapted generalized neuron
SCOPUS_ID:84997282711,(not available),Gerwig C.,2017-01-01,Short term load forecasting for residential buildings an evaluation based on publicly available datasets
SCOPUS_ID:84995912428,"When a new book is launched the publisher faces the problem of how many books should be printed for delivery to bookstores; printing too many is the main issue, since it implies a loss of investment due to inventory excess, but printing too few will also have a negative economic impact. In this paper, we are tackling the problem of predicting total sales in order to print the right amount of books and doing so even before the book has reached the stores. A real dataset including the complete sales data for books published in Spain across several years has been used. We have conducted an analysis in three stages: an initial exploratory analysis, by means of data visualisation techniques; a feature selection process, using different techniques to find out what are the variables that have more impact on sales; and a regression or prediction stage, in which a set of machine learning methods has been applied to create forecasting models for book sales. The obtained models are able to predict sales from pre-publication data with remarkable accuracy, and can be visualised as simple decision trees. Thus, these can be used as decision-aid tools for publishers, which can provide a reliable guidance on the decision process of publishing a book. This is also shown in the paper by addressing four example cases of representative publishers, regarding their number of sales and the number of different books they sell.",Castillo P.A.,2017-01-01,Applying computational intelligence methods for predicting the sales of newly published books in a real editorial business management environment
SCOPUS_ID:85002802796,"The next decade (present to ~2020–2025) could be characterized by large-scale labour disruption and further acceleration of income and wealth inequality due to the widespread introduction of general-purpose robotics, machine-learning software/artificial intelligence (AI) and their various interconnections within the emerging infrastructure of the ‘Internet of Things’ (IoT). In this paper I argue that such technological changes and their socioeconomic consequences signal the emergence of a global metasystem (i.e. control organization beyond markets and nation-states) and may require a qualitatively new level of political organization to guide a process of self-organization. Consequently, this paper proposes and attempts to develop a conceptual framework with the potential to aid an international political transition towards a ‘post-capitalist’ ‘post-nation state’ global world. This conceptual framework is grounded within sociotechnological theory of the ‘Global Brain’ (GB), which describes a potential future planetary organizational structure founded on distributed and open-ended intelligence; and the socioeconomic theory of the ‘Commons’, which is a paradigm describing distributed modes of organization founded upon principles of democratic management and open access. In the integration of GB theory and Commons theory this paper ultimately argues that an appropriate international response to the emerging technological revolution should include the creation of networks with both automated and collaborative components that function on ‘Global Commons’ (GC) logic (i.e. beyond both state and market logic).",Last C.,2017-01-01,Global Commons in the Global Brain
SCOPUS_ID:85028586908,"This paper describes the progress of the Horizon 2020 STORM–project, started in March 2015. The objective of this project is to develop and demonstrate a generic district heating and cooling network controller. Generic in this sense means that the controller is applicable to widely spread 3rd generation, but also very innovative 4th generation networks. Therefore, the controller will be tested in a traditional district heating scheme but also in an advanced low-temperature network.
                  The controller influences the demand of the network to achieve a certain objective. STORM focuses on three objectives: (i) a peak shaving objective used to minimize the use of often polluting peak boilers; (ii) a cell balancing objective striving to balance a cluster of consumers to producers of excess heat or/cold; and (iii) a market interaction objective, applicable for heat/cold producers with a connection to the electrical grid (heat pumps or CHPs), maximizing the profit for the producer by switching these devices based on the electricity price.
                  To guarantee the generic applicability of the controller, self-learning control techniques are used. These techniques have the advantage that they ‘learn’ the behavior of the network by themselves without the need to be extensively tuned at the installation (plug-and-play installation).
                  To date, the focus was on algorithms for a forecast module of the heat/cold consumption of the network. These algorithms are already implemented in the controller platform and were running in real-time in one of the demonstration sites. Also, a tracking module was already developed and is currently tested. This module which will try to match the actual network consumption to this optimal consumption profile by distributing the control signals to the right heat consumers. Next step is the implementation of a planning module, which determines the optimal consumption profile, taken into account the forecasts.",Vanhoudt D.,2017-01-01,Status of the Horizon 2020 Storm Project
SCOPUS_ID:85029530718,"Ge doped Cu3SbSe4 semiconductors with Cu deficiencies were synthesized by melting and spark plasma sintering for the investigation of their thermoelectric transport properties. Ge atoms can successfully substitute Sb lattice sites, and result in lattice shrinkage with increasing Ge content. Doping with Ge not only improves the electrical conductivity but also optimizes the power factor of Cu2.95(Sb1−xGex)Se4. Ge doped specimens also reveal a competition between alloying effects and increased carrier thermal conductivity. The zT enhancement of Ge doped alloys is mainly ascribed to the enhanced power factor and the reduced lattice thermal conductivity. As a result, Cu2.95(Sb0.96Ge0.04)Se4 reaches a maximum zT of 0.7 at 640K, showing an approximately 35% enhancement over the pristine Cu2.95SbSe4.",Chang S.,2017-01-01,Forecasting Demand with limited information using gradient tree boosting
SCOPUS_ID:85032838086,(not available),Khan Y.,2017-01-01,Ensemble of ANN and ANFIS for water quality prediction and analysis - a data driven approach
SCOPUS_ID:84997552912,"Sugarcane mills need sugar content estimates in advance to establish their commercial strategy. To obtain these estimates, mills rely on historical averages or maturation curves. Crop models have also been developed to provide those estimates. Leveraging mill data about fields and sugar content at harvest, we developed empirical models using different data mining techniques along with the RReliefF algorithm for feature selection. The best model was attained with Random Forest with features selected by RReliefF, having a mean absolute error of 2.02kgMg−1. This model outperformed Support Vector Regression and Regression Trees with and without feature selection. Models were also evaluated by the Regression Error Characteristic Curves, which showed that the best model was able to predict 90% of the observations within a precision of 5.40kgMg−1.",Oliveira M.P.G.D.,2017-01-01,From spreadsheets to sugar content modeling: A data mining approach
SCOPUS_ID:85014372720,(not available),Dudek G.,2017-01-01,Nearest neighbour model with weather inputs for pattern-based electricity demand forecasting Model najbliższych sąsiadów z wejściami pogodowymi do opartego na obrazach prognozowania zapotrzebowania na moc
SCOPUS_ID:85029156619,(not available),Martin M.L.,2017-01-01,Review of methods to predict connectivity of IoT wireless devices
SCOPUS_ID:85026326419,(not available),Lau R.Y.K.,2017-01-01,Parallel Aspect-Oriented Sentiment Analysis for Sales Forecasting with Big Data
SCOPUS_ID:85020417162,"In this study, we investigate the convenience of quantile regression to predict extreme concentrations of NO2. Contrarily to the usual point-forecasting, where a single value is forecast for each horizon, probabilistic forecasting through quantile regression allows for the prediction of the full probability distribution, which in turn allows to build models specifically fit for the tails of this distribution.
                  Using data from the city of Madrid, including NO2 concentrations as well as meteorological measures, we build models that predict extreme NO2 concentrations, outperforming point-forecasting alternatives, and we prove that the predictions are accurate, reliable and sharp. Besides, we study the relative importance of the independent variables involved, and show how the important variables for the median quantile are different than those important for the upper quantiles. Furthermore, we present a method to compute the probability of exceedance of thresholds, which is a simple and comprehensible manner to present probabilistic forecasts maximizing their usefulness.",Aznarte J.L.,2017-01-01,Probabilistic forecasting for extreme NO2 pollution episodes
SCOPUS_ID:85020064625,(not available),Gabor M.R.,2017-01-01,Neural networks versus box-jenkins method for turnover forecasting: A case study on the romanian organisation
SCOPUS_ID:84949997743,(not available),Yang H.-L.,2017-01-01,"Applying the Hybrid Model of EMD, PSR, and ELM to Exchange Rates Forecasting"
SCOPUS_ID:84990951682,(not available),Kisi O.,2017-01-01,A New Approach for Modeling Sediment-Discharge Relationship: Local Weighted Linear Regression
SCOPUS_ID:85017241870,(not available),ul Islam B.,2017-01-01,A meta-heuristics based input variable selection technique for hybrid electrical energy demand prediction models
SCOPUS_ID:85031773595,(not available),Ismail M.T.,2017-01-01,A new hybrid approach EMD-EXP for short-term forecasting of daily stock market time series data
SCOPUS_ID:85033731765,(not available),De Filippo A.,2017-01-01,Robust optimization for virtual power plants
SCOPUS_ID:85014757554,(not available),Xiong T.,2017-01-01,An improved EEMD-based hybrid approach for the short-term forecasting of hog price in China
SCOPUS_ID:85020499090,(not available),Durga Hari Kiran B.,2017-01-01,Operating reserve forecasting in a wind integrated power system using hybrid support vector machine-fuzzy inference system
SCOPUS_ID:85028714680,(not available),Kumar R.,2017-01-01,An experimentation engine for data-driven fashion systems
SCOPUS_ID:85019568162,"This paper presents the comparison of three data driven models for short-term thermal behaviour prediction in a real building, part of a living smart district connected to a thermal network. The case study building is representative of most of the buildings of the tertiary sector (e.g. offices and schools) built in Italy in the 60s–70s of the 20th century. The considered building models are: three lumped element grey-box models of first, second and third order, an AutoRegressive model with eXogenous inputs (ARX) and a Nonlinear AutoRegressive network with eXogenous inputs (NARX). The models identification is performed by means of real measured data. Nevertheless the quantity and quality of the available input data, all the data driven models show good accuracy in predicting short-term behaviour of the real building both in winter and summer. Among the grey-box models, the third order one shows the best performance with a Root-Mean-Square Error (RMSE) in winter less than 0.5°C for a prediction horizon of 1h and a RMSE less than 1°C for a prediction horizon of 3h. The ARX model shows a maximum RMSE less than 0.5°C for a prediction horizon of 1h and a RMSE less than 0.8°C for a prediction horizon of 3h. The NARX network shows a maximum RMSE less than 0.5°C for a prediction horizon of 1h and a RMSE less than 0.9°C for a prediction horizon of 3h. In summer the RMSE is always lower than 0.4°C for all the models with a 3-h prediction horizon. Other than typical control applications, the paper demonstrates that all the data driven models investigated can also be proposed as a powerful tool to detect some typologies of occupant bad behaviours and to predict the short-term flexibility of the building for demand response (DR) applications since they allow a good estimation of the building “thermal flywheel”.",Ferracuti F.,2017-01-01,Data-driven models for short-term thermal behaviour prediction in real buildings
SCOPUS_ID:85009350778,"Wind speed forecasting is a crucial issue in the wind power industry. However, the disadvantage of the existing wind speed forecasting models is that they often ignore similar fluctuation information between the adjacent WTGs (wind turbine generators), which leads to poor forecasting accuracy. This paper proposes a hybrid wind speed forecasting model to overcome this disadvantage. Specifically, grey correlation analysis is applied to select useful fluctuation information from the adjacent and observed WTGs, and the chosen fluctuation information is fed into the v-SVM (v-support vector machine), which offers good capability in nonlinear fitting, to perform wind speed forecasting of the observed WTGs. Meanwhile, to reduce the impacts of the model parameters on the final forecasting performance, CS (cuckoo search) is used to tune the parameters in the v-SVM. The results from two case studies show that the proposed model, which considers the fluctuation information of the adjacent WTG, offers greater accuracy than the other compared models. As concluded from the results of three accuracy tests, the performances of v-SVM and ε-SVM (ε-support vector machine) show no significant difference, and the CS algorithm is more efficient than the PSO (particle swarm optimization) for tuning of the parameters in the v-SVM.",Jiang P.,2017-01-01,Short-term wind speed forecasting using a hybrid model
SCOPUS_ID:85017169988,"Wind energy is considered as one of the most promising and economical renewable energy. In order to insure maximum yield of wind energy, it is vital to evaluate wind energy potential of the wind farms. Since wind energy is proportional to the cube of wind speed, the evaluation of wind energy potential assessment comes down to the wind speed forecasting. In this paper, the wind speed is predicted by utilizing a new dynamic integrated approach. The novelties of this method mainly include: firstly, the Phase Space Reconstruction (PSR) is employed to dynamically choose the input vectors of the forecasting model; secondly, the data preprocessing approach, named the Kernel Principal Component Analysis (KPCA), is proposed to efficiently extract the nonlinear characteristics of the high-dimensional feature space reconstructed by the PSR; thirdly, Core Vector Regression (CVR) model, whose parameters are determined by the Competition Over Resource (COR) heuristic algorithm, is adopted to the model for quick computational speed; finally, the Grey Relational Analysis, Diebold-Mariano and Pesaran-Timmermann statistic are treated as evaluation tools to assess the forecasting effectiveness of this approach. The empirical results show that this integrated approach can significantly improve forecasting effectiveness and statistically outperform some other benchmark methods in terms of the directional forecasting and level forecasting.",Sun S.,2017-01-01,A new dynamic integrated approach for wind speed forecasting
SCOPUS_ID:85032805136,(not available),Hasheminejad S.M.H.,2017-01-01,ATM management prediction using Artificial Intelligence techniques: A survey
SCOPUS_ID:85029227042,(not available),Slimani I.,2017-01-01,Configuration and implementation of a daily artificial neural network-based forecasting system using real supermarket data
SCOPUS_ID:85027249965,(not available),Kim T.,2017-01-01,Box Office Forecasting considering Competitive Environment and Word-of-Mouth in Social Networks: A Case Study of Korean Film Market
SCOPUS_ID:85014488562,"Objective
                  Enterovirus 71 (EV71) is one of the major pathogens that cause severe enteroviral infections. Our aim was to study the behavioral and household risk factors for its serious complications.
               
               
                  Methods
                  Between May 2011 and November 2012, we enrolled children who had symptoms of EV71 infection from six hospitals in Taiwan. The caregivers of each patient were interviewed to determine their hand hygiene habits in relation to EV71 infection. The severity of EV71 infection was classified as follows: Stage 1, hand–foot–mouth disease or herpangina; Stage 2, meningitis or myoclonic jerk; Stage 3A, encephalitis; Stage 3B, cardiopulmonary failure. Stages 2 to 3B were defined as severe EV71 infection. Children with Stages 3A and 3B infection were designated as the critical group.
               
               
                  Results
                  A total of 399 patients had laboratory-confirmed EV71 infection. Three risks factors were associated with the different degrees of severity in EV71 infection. Children <2 years old had much greater risks for severe EV71 infection [odds ratio (OR) 1.8; 95% confidence interval (CI), 1.2–2.8], delayed medical evaluation for critical infection (OR 9.4; 95% CI, 3.6–24.1), and developmental retardation for cardiopulmonary failure (OR 8.3; 95% CI, 2.0–33.7). Among all the habits and household factors, caregivers in the critical group had a significantly lower rate in terms of cleaning the faucet after washing their hands (OR 2.63; 95% CI, 1.14–6.08).
               
               
                  Conclusions
                  Children <2 years old, developmental retardation, and delayed medical intervention were associated with severe EV71 infection. Cleaning water faucets after hand washing was a protective habit that reduced the risk of complications.",Huang H.,2017-01-01,Intelligent retail forecasting system for new clothing products considering stock-out
SCOPUS_ID:85024372380,"Distributed energy system (DES) has successfully aroused increasing interests among energy policy makers and system designers, as its potential of replacing conventional energy system. The optimal modeling of district load forecasting is essential to guarantee the best design and operation of DES. This paper presents a comprehensive review of district load forecasting (DLF) models to support the application of DES. The main factors affecting district load are discussed from inside to outside, including building indoor condition, building design characteristics, district layout, local microclimate, and social & economic factors. Through classifying and comparing top-down and bottom-up methods in terms of their key features and applications, it is found that the existing methods are either lack of forecasting accuracy or burdened with forecasting workload. Previous literatures reviewed in this paper show that the hybrid forecasting models including scenario analysis, physical-statistical numerical simulation and least square support vector machine based intelligent approaches have a superior ability to balance these two contradictions under different conditions. Based on the comparison results and current trend, a framework of district load forecasting, as well as corresponding future research work, is proposed for DES planning, design and service.",Ma W.,2017-01-01,Modeling of district load forecasting for distributed energy system
SCOPUS_ID:85018550165,"The short-term forecasting of wind power, photovoltaic (PV) generation and loads is important for the secure and economical dispatching of smart community with smart grid. Considering the smart community has plenty of distributed generations, here, a concept of net load is defined as the active power difference between renewable generations (wind and PV power) and loads. Then, a combined forecasting approach, which enables to build a real-time forecasting model with parameters self-adjustment, is proposed for the forecasting of the net load in smart community. Compared with the traditional forecasting methods such as support vector machine (SVM), the proposed approach can wavily optimize the parameters of the forecasting model. Besides, an optimal method named Grid-GA searching is developed to reduce the computation time during the forecasting. Therefore, it can improve the forecasting accuracy even if there is a great of uncertainty component in wind power, PV generation and loads. Detailed case studies give a contrastive analysis of the traditional and the proposed forecasting approach. The results show that the proposed approach has the capability of self-adaption on the fluctuations of wind and PV power, and can effectively improve the forecasting accuracy and efficiency.",Li Y.,2017-01-01,A combined forecasting approach with model self-adjustment for renewable generations and energy loads in smart community
SCOPUS_ID:85029786041,"Bioenergy sources have been introduced as a means to address challenges of conventional energy sources. The uncertainties of supply-side (upstream) externalities (e.g., collection and logistics) represent the key challenges in bioenergy supply chains and lead to reduce cross-cutting sustainability benefits. We propose a mixed biomass-based energy supply chain (consisting of mixed-mode bio-refineries and mixed-pathway transportation) and a multi-criteria decision making framework to address the upstream challenges. Our developed framework supports decisions influencing the economic and environmental dimensions of sustainability. Economic analysis employs a support vector machine technique, to predict the pattern of uncertainty parameters, and a stochastic optimization model, to incorporate uncertainties into the model. The stochastic model minimizes the total annual cost of the proposed mixed supply chain network by using a genetic algorithm. Environmental impact analysis employs life cycle assessment to evaluate the global warming potential of the cost-effective supply chain network. Our presented approach is capable of enhancing sustainability benefits of bioenergy industry infrastructure. A case study for the Pacific Northwest is used to demonstrate the application of the methodology and to verify the models. The results indicate that mixed supply chains can improve sustainability performance over traditional supply infrastructures by reducing costs (up to 24%) and environmental impacts (up to 5%).",Mirkouei A.,2017-01-01,A mixed biomass-based energy supply chain for enhancing economic and environmental sustainability benefits: A multi-criteria decision making framework
SCOPUS_ID:85020164334,(not available),Usha T.M.,2017-01-01,Computational modeling of electricity consumption using econometric variables based on Neural Network training algorithms
SCOPUS_ID:85020549381,(not available),Alkhatib W.,2017-01-01,Hybrid model for large scale forecasting of power consumption
SCOPUS_ID:85020253427,"It is often argued that car travel demand has already reached a peak in developed economies. The interpretation of current trends in demographics and user preferences, as well as the increasing availability of alternative transport modes may give the impression that we have reached the age of lowering the dependence on the automobile. The factors that affect travel demand are, however, numerous and often affect car travel demand in opposing directions. The work presented here analyses the underlying factors that affect user choices and attempts to extrapolate their importance for the future across Europe. The methodology is based on the results of a recent EU-wide travel survey that maps user preferences and on the application of a Random Forest classification model that explains the interaction of the main variables that affect these choices.",Focas C.,2017-01-01,Peak Car in Europe?
SCOPUS_ID:85002871337,"Big Data has emerged with new opportunities for research, development, innovation and business. It is characterized by the so-called four Vs: volume, velocity, veracity and variety and may bring significant value through the processing of Big Data. The transformation of Big Data's 4 Vs into the 5th (value) is a grand challenge for processing capacity. Cloud Computing has emerged as a new paradigm to provide computing as a utility service for addressing different processing needs with a) on demand services, b) pooled resources, c) elasticity, d) broad band access and e) measured services. The utility of delivering computing capability fosters a potential solution for the transformation of Big Data's 4 Vs into the 5th (value). This paper investigates how Cloud Computing can be utilized to address Big Data challenges to enable such transformation. We introduce and review four geospatial scientific examples, including climate studies, geospatial knowledge mining, land cover simulation, and dust storm modelling. The method is presented in a tabular framework as a guidance to leverage Cloud Computing for Big Data solutions. It is demostrated throught the four examples that the framework method supports the life cycle of Big Data processing, including management, access, mining analytics, simulation and forecasting. This tabular framework can also be referred as a guidance to develop potential solutions for other big geospatial data challenges and initiatives, such as smart cities.",Yang C.,2017-01-01,Utilizing Cloud Computing to address big geospatial data challenges
SCOPUS_ID:85021686180,(not available),Saini D.,2017-01-01,Electricity price forecasting by linear regression and SVM
SCOPUS_ID:85028057840,(not available),Zhao T.,2017-01-01,Spatio-Temporal Analysis and Forecasting of Distributed PV Systems Diffusion: A Case Study of Shanghai Using a Data-Driven Approach
SCOPUS_ID:84999828423,"We examine how susceptible jobs are to computerisation. To assess this, we begin by implementing a novel methodology to estimate the probability of computerisation for 702 detailed occupations, using a Gaussian process classifier. Based on these estimates, we examine expected impacts of future computerisation on US labour market outcomes, with the primary objective of analysing the number of jobs at risk and the relationship between an occupations probability of computerisation, wages and educational attainment.",Frey C.B.,2017-01-01,The future of employment: How susceptible are jobs to computerisation?
SCOPUS_ID:85031286454,(not available),Zhongda T.,2017-01-01,LSSVM predictive control based on improved free search algorithm for nonlinear systems
SCOPUS_ID:85032900285,(not available),Razak I.A.W.A.,2017-01-01,Short term electricity price forecasting with multistage optimization technique of LSSVM-GA
SCOPUS_ID:85025675707,"The increasing demand for flexibility and reconfigurability of assembly lines generates new challenges for the control of these lines and their subsystems, such as robots, grippers, conveyors or automated guided vehicles. Also new requirements for their interaction between each other and the environment as well as with humans arise. On the other hand the rapid change of information and communication technology opens new potentials for innovative control. Due to the high degree of interconnection between controllers, actuators and sensors, the classical automation pyramid is replaced by networked structures with a higher degree of flexibility, but also higher complexity. This trend is supported by the ability to collect and process data within cloud environments, the rapid increase of computational power of decentralized and embedded controllers and the high potential of machine learning for automation. This keynote gives an overview of innovative approaches in ICT and robotics for flexible control and automation of assembly lines and systems.",Kruger J.,2017-01-01,Innovative control of assembly systems and lines
SCOPUS_ID:85008702714,"Flat-plate compound parabolic concentrator (CPC), which are typically applied in photovoltaic/thermal (PV/T) systems, are highly cost-effective, but its uniformity of the light distribution are poor. In this paper, based on the size calculation model of the traditional flat-plate CPC, the light acceptance uniformities on the acceptance surfaces with different truncations are compared by the Lighttools simulation software. After which, a novel biaxial tracking CPC with a special truncation called well distributed CPC(WD-CPC) and its optimization design are proposed. The light distribution uniformity of the acceptance surface can be improved by WD-CPC, which also has a higher lighting half-angle and a smaller height-width ratio. As shown by simulations, the light non-uniformity of the WD-CPC can be decreased to 0.13 or lower, which is 27.2% of a common CPC. While Measured by experiment, the actual light uniformity of the WD-CPC is 0.153, which is in agreement with simulations. Therefore, it is possible that this concentrator can increase the efficiency of a PV/T system and can prolong the life-span of the photovoltaic cell simultaneously.",Zhang H.,2017-01-01,Evaluation of Achievable Vehicle-to-Grid Capacity Using Aggregate PEV Model
SCOPUS_ID:85029787648,(not available),Li W.,2017-01-01,"A New Hybrid Model FPA-SVM Considering Cointegration for Particular Matter Concentration Forecasting: A Case Study of Kunming and Yuxi, China"
SCOPUS_ID:85018687617,(not available),Ma T.,2017-01-01,A combined model based on seasonal autoregressive integrated moving average and modified particle swarm optimization algorithm for electrical load forecasting
SCOPUS_ID:84995695058,"Penetration of smart grid prominently increases the complexity and uncertainty in scheduling and operation of power systems. Probability density forecasting methods can effectively quantify the uncertainty of power load forecasting. The paper proposes a short-term power load probability density forecasting method using kernel-based support vector quantile regression (KSVQR) and Copula theory. As the kernel function can influence the prediction performance, three kernel functions are compared in this work to select the best one for the learning target. The paper evaluates the accuracy of the prediction intervals considering two criteria, prediction interval coverage probability (PICP) and prediction interval normalized average width (PINAW). Considering uncertainty factors and the correlation of explanatory variables for power load prediction accuracy are of great importance. A probability density forecasting method based on Copula theory is proposed in order to achieve the relational diagram of electrical load and real-time price. The electrical load forecast accuracy of the proposed method is assessed by means of real datasets from Singapore. The simulation results show that the proposed method has great potential for power load forecasting by selecting appropriate kernel function for KSVQR model.",He Y.,2017-01-01,Short-term power load probability density forecasting method using kernel-based support vector quantile regression and Copula theory
